,price,rooms,area,location1,market,households_qty_per_location,rooms_per_households_qty,market_per_households_qty
1191,700000.0,3,60.0,Fabryczna,secondary,1211,0.2477291494632535,0.4624277456647399
1192,829000.0,4,73.0,Psie Pole,primary,1233,0.32441200324412006,0.6796431467964315
1193,559000.0,2,45.0,Krzyki,primary,1802,0.11098779134295228,0.5477247502774695
1194,460000.0,2,32.87,Krzyki,secondary,1802,0.11098779134295228,0.5477247502774695
1195,779900.0,2,59.83,Stare Miasto,secondary,1133,0.176522506619594,0.5710503089143866
1196,799000.0,3,46.6,Stare Miasto,secondary,1133,0.264783759929391,0.5710503089143866
1197,594000.0,1,34.59,Stare Miasto,primary,1133,0.088261253309797,0.5710503089143866
1198,899999.0,3,82.0,Fabryczna,secondary,1211,0.2477291494632535,0.4624277456647399
1199,759000.0,3,63.57,Stare Miasto,primary,1133,0.264783759929391,0.5710503089143866
1200,518830.0,1,30.64,Stare Miasto,primary,1133,0.088261253309797,0.5710503089143866
1201,665150.0,3,53.0,Krzyki,primary,1802,0.1664816870144284,0.5477247502774695
1202,689000.0,3,59.18,Śródmieście,secondary,804,0.3731343283582089,0.4092039800995025
1203,869000.0,3,82.1,Fabryczna,secondary,1211,0.2477291494632535,0.4624277456647399
1204,382900.0,2,36.0,Krzyki,primary,1802,0.11098779134295228,0.5477247502774695
1205,660000.0,3,54.1,Fabryczna,secondary,1211,0.2477291494632535,0.4624277456647399
1206,682370.0,2,52.49,Fabryczna,primary,1211,0.16515276630883566,0.4624277456647399
1207,680348.0,2,71.75,Fabryczna,primary,1211,0.16515276630883566,0.4624277456647399
1208,799000.0,2,45.0,Śródmieście,secondary,804,0.24875621890547264,0.4092039800995025
1209,673200.0,3,51.0,Fabryczna,primary,1211,0.2477291494632535,0.4624277456647399
1210,509000.0,2,39.46,Psie Pole,secondary,1233,0.16220600162206003,0.6796431467964315
1211,470528.0,2,36.76,Psie Pole,primary,1233,0.16220600162206003,0.6796431467964315
1212,445000.0,2,36.0,Stare Miasto,secondary,1133,0.176522506619594,0.5710503089143866
1213,975000.0,4,75.0,Fabryczna,secondary,1211,0.3303055326176713,0.4624277456647399
1214,725000.0,3,65.0,Fabryczna,secondary,1211,0.2477291494632535,0.4624277456647399
1215,728175.0,3,57.0,Krzyki,primary,1802,0.1664816870144284,0.5477247502774695
1216,470000.0,2,59.0,Psie Pole,secondary,1233,0.16220600162206003,0.6796431467964315
1217,1180000.0,2,46.6,Stare Miasto,secondary,1133,0.176522506619594,0.5710503089143866
1218,1120000.0,2,60.12,Krzyki,secondary,1802,0.11098779134295228,0.5477247502774695
1219,380000.0,1,30.0,Fabryczna,secondary,1211,0.08257638315441783,0.4624277456647399
1220,776998.0,2,47.64,Krzyki,secondary,1802,0.11098779134295228,0.5477247502774695
1221,709926.0,2,50.0,Stare Miasto,primary,1133,0.176522506619594,0.5710503089143866
1222,430000.0,3,41.39,Śródmieście,secondary,804,0.3731343283582089,0.4092039800995025
1223,728970.0,3,56.4,Krzyki,primary,1802,0.1664816870144284,0.5477247502774695
1224,730000.0,3,69.6,Krzyki,secondary,1802,0.1664816870144284,0.5477247502774695
1225,803402.0,3,63.26,Fabryczna,primary,1211,0.2477291494632535,0.4624277456647399
1226,579000.0,3,63.0,Stare Miasto,secondary,1133,0.264783759929391,0.5710503089143866
1227,476900.0,2,48.58,Fabryczna,primary,1211,0.16515276630883566,0.4624277456647399
1228,569000.0,2,47.16,Psie Pole,primary,1233,0.16220600162206003,0.6796431467964315
1229,628000.0,2,49.9,Stare Miasto,secondary,1133,0.176522506619594,0.5710503089143866
1230,510066.0,2,41.56,Psie Pole,primary,1233,0.16220600162206003,0.6796431467964315
1231,889772.0,4,84.4,Stare Miasto,primary,1133,0.353045013239188,0.5710503089143866
1232,658000.0,3,58.2,Fabryczna,secondary,1211,0.2477291494632535,0.4624277456647399
