,price,rooms,area,location1,market
1269,862400.0,4,88.0,Krzyki,secondary
1270,729000.0,3,60.3,Psie Pole,primary
1271,560000.0,2,51.46,Stare Miasto,secondary
1272,434800.0,3,56.0,Krzyki,primary
1273,649000.0,2,36.93,Śródmieście,secondary
1274,750783.0,3,59.8,Stare Miasto,primary
1275,549263.0,1,32.75,Krzyki,primary
1276,521582.0,1,39.12,Krzyki,primary
1277,849000.0,3,64.5,Krzyki,secondary
1278,679000.0,2,55.0,Stare Miasto,secondary
1279,739005.0,2,57.8,Stare Miasto,secondary
1280,490000.0,2,47.7,Psie Pole,secondary
1281,539000.0,2,43.64,Krzyki,secondary
1282,950000.0,3,70.0,Psie Pole,secondary
1283,525000.0,3,45.0,Stare Miasto,secondary
1284,595000.0,3,67.0,Fabryczna,secondary
1285,573805.0,3,45.67,Psie Pole,primary
1286,597989.0,3,50.23,Krzyki,primary
1287,496896.0,2,38.82,Psie Pole,primary
1288,854148.0,3,57.56,Stare Miasto,primary
1289,849000.0,3,55.0,Śródmieście,secondary
1290,659000.0,3,70.0,Śródmieście,secondary
1291,663423.0,3,58.71,Fabryczna,primary
1292,732501.0,3,63.42,Krzyki,primary
1293,868300.0,4,74.2,Stare Miasto,primary
1294,569000.0,3,57.0,Psie Pole,secondary
1295,655000.0,2,49.0,Psie Pole,secondary
1296,799999.0,3,67.64,Krzyki,secondary
1297,680900.0,2,77.58,Fabryczna,primary
1298,509900.0,1,30.0,Śródmieście,secondary
1299,482395.0,2,35.4,Fabryczna,primary
1300,489900.0,2,41.52,Fabryczna,primary
1301,786000.0,4,84.0,Krzyki,secondary
1302,509000.0,2,39.0,Psie Pole,primary
1303,1230000.0,3,56.0,Stare Miasto,secondary
1304,720412.0,3,64.38,Psie Pole,primary
1305,380000.0,2,55.0,Psie Pole,secondary
1306,599000.0,3,61.12,Stare Miasto,secondary
1307,499900.0,2,66.87,Krzyki,secondary
1308,475000.0,2,43.94,Fabryczna,secondary
1309,800000.0,2,59.83,Stare Miasto,secondary
1310,459000.0,2,41.8,Śródmieście,secondary
1311,619970.0,1,47.69,Fabryczna,primary
1312,745000.0,2,65.0,Krzyki,secondary
1313,673460.0,4,48.0,Psie Pole,primary
1314,524000.0,4,69.0,Krzyki,primary
1315,698000.0,2,53.0,Fabryczna,secondary
1316,690000.0,3,77.0,Psie Pole,secondary
1317,475000.0,3,51.0,Krzyki,primary
1318,549000.0,2,39.27,Psie Pole,primary
1319,525000.0,3,50.0,Śródmieście,secondary
1320,648660.0,3,56.92,Psie Pole,primary
1321,446100.0,1,29.74,Fabryczna,primary
1322,799000.0,3,67.75,Fabryczna,secondary
1323,882363.0,3,57.54,Stare Miasto,primary
1324,499000.0,2,35.5,Psie Pole,secondary
1325,500000.0,1,34.14,Stare Miasto,secondary
1326,598260.0,3,67.08,Psie Pole,primary
1327,539000.0,3,42.82,Stare Miasto,secondary
1328,890000.0,3,82.0,Psie Pole,secondary
1329,527925.0,2,38.1,Psie Pole,primary
1330,950000.0,2,58.1,Stare Miasto,secondary
1331,750000.0,4,80.0,Stare Miasto,secondary
1332,818727.0,4,70.58,Krzyki,primary
1333,399000.0,2,34.47,Psie Pole,primary
1334,849000.0,6,86.47,Stare Miasto,secondary
1335,750000.0,4,84.0,Krzyki,secondary
1336,545000.0,2,40.0,Krzyki,secondary
1337,619000.0,4,67.7,Stare Miasto,secondary
1338,690000.0,3,66.55,Psie Pole,primary
1339,755000.0,3,62.5,Stare Miasto,primary
1340,899000.0,3,60.77,Krzyki,secondary
1341,731700.0,2,54.2,Fabryczna,primary
1342,394000.0,1,29.23,Fabryczna,secondary
1343,696170.0,3,60.59,Krzyki,primary
1344,779304.0,4,68.36,Psie Pole,primary
1345,809000.0,3,55.58,Stare Miasto,primary
1346,819000.0,3,63.39,Fabryczna,secondary
1347,874998.0,3,61.96,Stare Miasto,secondary
1348,565000.0,2,51.8,Krzyki,secondary
1349,937440.0,4,67.2,Śródmieście,primary
1350,679999.0,2,56.0,Fabryczna,secondary
1351,752160.0,3,62.68,Krzyki,primary
1352,564846.0,2,40.06,Fabryczna,primary
1353,660000.0,3,58.0,Psie Pole,primary
1354,769120.0,3,69.92,Krzyki,primary
1355,819000.0,5,89.0,Krzyki,secondary
1356,450000.0,1,30.0,Śródmieście,primary
1357,650000.0,3,50.87,Fabryczna,secondary
1358,745586.0,3,71.76,Psie Pole,primary
1359,800000.0,2,51.05,Stare Miasto,secondary
1360,631000.0,3,70.2,Psie Pole,primary
1361,680000.0,2,49.71,Krzyki,secondary
1362,1009060.0,4,80.13,Psie Pole,primary
1363,669000.0,2,60.1,Psie Pole,secondary
1364,620000.0,2,41.02,Krzyki,secondary
1365,574500.0,2,51.5,Psie Pole,secondary
1366,587094.0,3,54.92,Psie Pole,primary
1367,953040.0,4,72.2,Śródmieście,primary
1368,570000.0,3,62.1,Stare Miasto,secondary
1369,750000.0,3,97.7,Śródmieście,secondary
1370,926900.0,4,71.3,Śródmieście,primary
1371,847000.0,2,39.0,Stare Miasto,primary
1372,918881.0,4,77.38,Stare Miasto,primary
1373,1109680.0,3,85.36,Fabryczna,primary
1374,755000.0,3,64.61,Psie Pole,secondary
1375,629000.0,2,69.0,Krzyki,secondary
1376,584192.0,2,45.64,Psie Pole,primary
1377,459127.0,2,36.01,Psie Pole,primary
1378,735000.0,3,60.0,Psie Pole,secondary
1379,682000.0,2,52.3,Fabryczna,primary
1380,540500.0,1,39.3,Psie Pole,primary
1381,931000.0,3,53.11,Śródmieście,secondary
1382,787494.0,3,65.32,Krzyki,primary
1383,696179.0,3,60.59,Krzyki,primary
1384,676515.0,3,58.07,Krzyki,primary
1385,886048.0,2,44.94,Śródmieście,primary
1386,855900.0,3,63.4,Śródmieście,primary
1387,499000.0,1,40.0,Śródmieście,secondary
1388,649000.0,2,52.62,Fabryczna,secondary
1389,686654.0,2,48.39,Stare Miasto,primary
1390,495000.0,2,40.0,Krzyki,secondary
1391,573805.0,3,45.67,Psie Pole,primary
1392,769000.0,5,100.0,Krzyki,primary
1393,820000.0,4,98.0,Krzyki,secondary
1394,609996.0,2,55.8,Stare Miasto,secondary
1395,759000.0,3,58.0,Fabryczna,secondary
1396,490000.0,2,46.3,Fabryczna,secondary
1397,470000.0,2,38.2,Stare Miasto,secondary
1398,498000.0,2,46.11,Fabryczna,secondary
1399,1009540.0,4,80.13,Psie Pole,primary
1400,531000.0,2,38.14,Stare Miasto,primary
1401,770000.0,3,56.0,Stare Miasto,primary
1402,490000.0,3,48.0,Psie Pole,secondary
1403,435000.0,2,32.0,Krzyki,secondary
1404,728754.0,4,70.14,Psie Pole,primary
1405,725000.0,1,68.38,Krzyki,secondary
1406,790725.0,2,39.0,Śródmieście,primary
1407,549000.0,2,39.27,Psie Pole,primary
1408,1070000.0,1,38.74,Stare Miasto,secondary
1409,563000.0,3,51.91,Psie Pole,primary
1410,551925.0,2,47.2,Fabryczna,primary
1411,568664.0,2,46.65,Psie Pole,primary
1412,689000.0,3,60.71,Psie Pole,secondary
1413,670000.0,2,69.0,Śródmieście,secondary
1414,896000.0,3,64.0,Śródmieście,secondary
1415,500000.0,2,36.0,Psie Pole,primary
1416,660972.0,3,57.98,Psie Pole,primary
1417,750600.0,3,62.55,Krzyki,primary
1418,745000.0,3,64.0,Fabryczna,secondary
1419,729000.0,2,44.0,Śródmieście,secondary
1420,820000.0,2,61.0,Stare Miasto,secondary
1421,549731.0,1,35.72,Stare Miasto,primary
1422,581062.0,3,51.65,Psie Pole,primary
1423,799000.0,3,86.0,Śródmieście,secondary
1424,740900.0,3,80.95,Fabryczna,primary
1425,699000.0,3,66.16,Psie Pole,primary
1426,758334.0,2,49.0,Śródmieście,primary
1427,963158.0,4,75.1,Krzyki,primary
1428,1188000.0,2,56.6,Krzyki,secondary
1429,413508.0,2,40.54,Krzyki,primary
1430,610000.0,2,46.05,Krzyki,secondary
1431,695000.0,5,99.31,Fabryczna,secondary
1432,980000.0,3,67.1,Krzyki,secondary
1433,699000.0,3,63.89,Psie Pole,primary
1434,549000.0,1,34.59,Stare Miasto,primary
1435,645000.0,3,65.76,Fabryczna,secondary
1436,719030.0,2,55.31,Fabryczna,primary
1437,929000.0,4,88.49,Psie Pole,primary
1438,413508.0,2,40.54,Krzyki,primary
1439,452821.0,2,32.43,Krzyki,secondary
1440,453504.0,2,35.43,Psie Pole,primary
1441,795392.0,1,64.93,Fabryczna,primary
1442,779000.0,3,72.0,Śródmieście,secondary
1443,939875.0,3,72.3,Śródmieście,primary
1444,559000.0,2,56.0,Śródmieście,secondary
1445,449000.0,3,56.5,Psie Pole,primary
1446,428000.0,2,36.1,Psie Pole,secondary
1447,525000.0,2,46.71,Stare Miasto,secondary
1448,799000.0,3,70.35,Śródmieście,secondary
1449,580710.0,2,44.67,Fabryczna,primary
1450,713564.0,2,87.02,Fabryczna,primary
1451,889644.0,4,87.22,Krzyki,primary
1452,604005.0,1,40.2,Stare Miasto,primary
1453,669000.0,3,52.86,Psie Pole,primary
1454,555000.0,2,55.52,Krzyki,secondary
1455,631000.0,4,70.19,Psie Pole,primary
1456,320000.0,1,34.5,Psie Pole,secondary
1457,579000.0,3,72.59,Fabryczna,secondary
1458,557500.0,1,39.8,Śródmieście,primary
1459,875000.0,3,100.0,Krzyki,secondary
1460,490500.0,2,39.08,Fabryczna,primary
1461,382900.0,2,36.0,Krzyki,primary
1462,780000.0,3,87.0,Stare Miasto,secondary
1463,674560.0,2,48.02,Psie Pole,primary
1464,599000.0,3,76.2,Fabryczna,secondary
1465,850000.0,3,72.0,Śródmieście,secondary
1466,735540.0,3,60.8,Fabryczna,primary
1467,503900.0,2,41.74,Fabryczna,primary
1468,978570.0,3,74.7,Fabryczna,primary
1469,427201.0,3,51.6,Krzyki,primary
1470,740000.0,2,47.19,Krzyki,secondary
1471,501000.0,2,42.0,Krzyki,secondary
1472,669000.0,4,80.0,Psie Pole,primary
1473,550000.0,2,39.64,Stare Miasto,secondary
1474,719997.0,1,30.7,Śródmieście,secondary
1475,499000.0,2,45.0,Stare Miasto,secondary
1476,1022726.0,4,83.83,Fabryczna,primary
1477,460000.0,2,40.0,Śródmieście,secondary
1478,950972.0,4,86.82,Stare Miasto,primary
1479,672996.0,2,39.45,Stare Miasto,primary
1480,689000.0,2,43.0,Śródmieście,secondary
1481,1202580.0,2,44.54,Stare Miasto,secondary
1482,499900.0,2,45.0,Stare Miasto,secondary
1483,829587.0,2,65.58,Fabryczna,primary
1484,473600.0,1,32.0,Fabryczna,primary
1485,499999.0,2,47.4,Stare Miasto,secondary
1486,837000.0,3,80.0,Stare Miasto,secondary
1487,386000.0,2,35.0,Psie Pole,secondary
1488,832455.0,3,73.48,Stare Miasto,primary
1489,790000.0,3,91.0,Śródmieście,secondary
1490,791820.0,4,63.6,Krzyki,primary
1491,640000.0,5,63.0,Fabryczna,secondary
1492,598900.0,3,52.73,Fabryczna,primary
1493,779000.0,3,62.5,Fabryczna,secondary
1494,875000.0,3,71.93,Śródmieście,secondary
1495,699000.0,3,60.5,Fabryczna,secondary
1496,707169.0,3,74.05,Krzyki,primary
1497,1018412.0,4,72.1,Stare Miasto,primary
1498,480000.0,3,61.04,Krzyki,secondary
1499,555197.0,2,54.97,Śródmieście,primary
1500,799000.0,4,78.85,Psie Pole,secondary
1501,868230.0,4,78.93,Krzyki,primary
1502,640000.0,3,54.1,Fabryczna,secondary
1503,598900.0,3,61.0,Stare Miasto,secondary
1504,385000.0,2,41.0,Śródmieście,secondary
1505,599900.0,2,45.21,Krzyki,primary
1506,529000.0,1,38.02,Śródmieście,secondary
1507,849000.0,4,72.29,Psie Pole,secondary
1508,505900.0,2,41.72,Fabryczna,primary
1509,224198.0,4,92.43,Fabryczna,primary
1510,583000.0,3,57.8,Krzyki,secondary
1511,779000.0,3,64.08,Psie Pole,primary
1512,559000.0,2,46.6,Fabryczna,secondary
1513,650000.0,2,54.0,Śródmieście,secondary
1514,920000.0,4,84.5,Stare Miasto,primary
1515,799000.0,2,45.0,Śródmieście,secondary
1516,619500.0,2,50.04,Krzyki,primary
1517,529997.0,3,54.1,Stare Miasto,secondary
1518,699999.0,3,57.0,Krzyki,secondary
1519,500000.0,3,54.1,Fabryczna,secondary
1520,399000.0,1,34.0,Fabryczna,secondary
1521,785000.0,3,70.85,Fabryczna,secondary
1522,679000.0,4,65.81,Psie Pole,primary
1523,828493.0,3,64.0,Fabryczna,primary
1524,958296.0,4,74.3,Śródmieście,primary
1525,769000.0,4,74.0,Fabryczna,secondary
1526,390000.0,1,30.0,Krzyki,secondary
1527,505000.0,2,39.29,Stare Miasto,secondary
1528,740000.0,3,69.9,Psie Pole,primary
1529,830000.0,3,88.59,Krzyki,secondary
1530,635900.0,3,51.7,Fabryczna,secondary
1531,990697.0,4,87.56,Stare Miasto,primary
1532,645000.0,3,62.0,Stare Miasto,secondary
1533,364956.0,2,35.77,Krzyki,primary
1534,549999.0,2,41.5,Stare Miasto,primary
1535,534900.0,2,39.0,Krzyki,secondary
1536,799000.0,2,45.0,Stare Miasto,secondary
1537,390000.0,1,29.27,Stare Miasto,secondary
1538,865000.0,3,75.0,Krzyki,secondary
1539,699500.0,3,53.78,Krzyki,primary
1540,429000.0,2,48.12,Krzyki,secondary
1541,875300.0,4,74.5,Stare Miasto,primary
1542,515000.0,2,44.0,Stare Miasto,secondary
1543,599000.0,3,48.0,Psie Pole,secondary
1544,570000.0,3,83.78,Psie Pole,secondary
1545,999000.0,7,74.66,Fabryczna,secondary
1546,569000.0,2,52.3,Krzyki,secondary
1547,725000.0,3,75.25,Krzyki,secondary
1548,657600.0,4,68.5,Krzyki,primary
1549,616400.0,2,46.0,Krzyki,primary
1550,619900.0,3,57.9,Krzyki,secondary
1551,746825.0,4,73.29,Krzyki,primary
1552,700000.0,3,55.0,Fabryczna,secondary
1553,912129.0,3,64.69,Stare Miasto,primary
1554,670000.0,2,50.56,Stare Miasto,secondary
1555,550000.0,2,55.0,Śródmieście,secondary
1556,784000.0,3,69.2,Krzyki,secondary
1557,935307.0,2,64.15,Śródmieście,primary
1558,722655.0,2,53.53,Śródmieście,primary
1559,899000.0,3,63.44,Psie Pole,secondary
1560,615000.0,2,49.46,Krzyki,secondary
1561,655200.0,2,50.4,Fabryczna,primary
1562,820000.0,4,83.89,Śródmieście,secondary
1563,614000.0,1,40.83,Stare Miasto,primary
1564,395000.0,1,34.6,Fabryczna,secondary
1565,836880.0,3,63.4,Śródmieście,primary
1566,649000.0,2,49.0,Stare Miasto,secondary
1567,699000.0,3,56.33,Psie Pole,primary
1568,679774.0,3,58.15,Psie Pole,primary
1569,499000.0,2,39.1,Stare Miasto,secondary
1570,684000.0,3,61.24,Psie Pole,primary
1571,519990.0,2,48.3,Stare Miasto,secondary
1572,861300.0,3,67.26,Śródmieście,primary
1573,695000.0,3,55.0,Krzyki,secondary
1574,539000.0,2,54.21,Krzyki,secondary
1575,599000.0,3,65.0,Fabryczna,secondary
1576,700000.0,2,40.0,Stare Miasto,secondary
1577,819999.0,3,67.8,Stare Miasto,primary
1578,817817.0,3,61.49,Krzyki,primary
1579,542220.0,3,51.64,Psie Pole,primary
1580,602744.0,3,51.08,Krzyki,primary
1581,898290.0,4,99.81,Fabryczna,primary
1582,856473.0,3,69.35,Psie Pole,primary
1583,569326.0,1,34.59,Stare Miasto,primary
1584,870000.0,3,96.32,Fabryczna,secondary
1585,413508.0,2,40.54,Krzyki,primary
1586,529228.0,2,43.11,Krzyki,primary
1587,876740.0,4,74.3,Śródmieście,primary
1588,588462.0,2,44.75,Krzyki,primary
1589,500736.0,2,39.12,Psie Pole,primary
1590,649000.0,3,57.13,Śródmieście,secondary
1591,939999.0,4,87.0,Stare Miasto,primary
1592,499000.0,3,68.96,Śródmieście,secondary
1593,742500.0,3,60.0,Krzyki,primary
1594,549000.0,2,46.69,Psie Pole,primary
1595,675000.0,3,60.0,Psie Pole,secondary
1596,1099791.0,2,43.47,Stare Miasto,primary
1597,865000.0,4,72.33,Fabryczna,secondary
1598,800000.0,3,63.0,Fabryczna,secondary
1599,475000.0,3,51.0,Krzyki,primary
1600,599000.0,2,56.6,Śródmieście,secondary
1601,857460.0,3,69.43,Fabryczna,primary
1602,600600.0,2,45.5,Śródmieście,primary
1603,382900.0,2,36.0,Krzyki,primary
1604,889000.0,4,72.93,Psie Pole,primary
1605,599999.0,2,53.34,Psie Pole,secondary
1606,659000.0,2,53.0,Stare Miasto,secondary
1607,765000.0,4,95.0,Psie Pole,secondary
1608,475000.0,2,43.94,Fabryczna,secondary
1609,485669.0,1,39.89,Psie Pole,primary
1610,515000.0,2,43.0,Śródmieście,secondary
1611,446925.0,2,37.3,Krzyki,primary
1612,725000.0,4,75.0,Krzyki,secondary
1613,584640.0,1,33.6,Śródmieście,primary
1614,824262.0,2,37.91,Stare Miasto,primary
1615,968559.0,4,84.26,Stare Miasto,primary
1616,521582.0,1,39.13,Krzyki,primary
1617,876740.0,4,74.3,Śródmieście,primary
1618,889746.0,4,87.23,Krzyki,primary
1619,817420.0,2,59.9,Śródmieście,primary
1620,630000.0,4,72.0,Krzyki,secondary
1621,567600.0,2,47.0,Psie Pole,primary
1622,549780.0,2,47.6,Fabryczna,primary
1623,499000.0,1,51.6,Psie Pole,secondary
1624,867083.0,5,100.08,Fabryczna,primary
1625,288230.0,1,30.34,Krzyki,primary
1626,563500.0,2,49.0,Fabryczna,secondary
1627,889746.0,4,87.23,Krzyki,primary
1628,614442.0,3,54.91,Psie Pole,primary
1629,749000.0,3,60.3,Psie Pole,primary
1630,765000.0,3,50.09,Krzyki,secondary
1631,580000.0,2,41.92,Fabryczna,secondary
1632,699600.0,2,53.0,Śródmieście,primary
1633,648899.0,2,47.41,Fabryczna,secondary
1634,544500.0,4,63.5,Krzyki,primary
1635,505070.0,2,37.09,Fabryczna,primary
1636,880000.0,3,63.44,Krzyki,secondary
1637,460000.0,2,40.0,Krzyki,secondary
1638,688439.0,3,57.61,Krzyki,primary
1639,840458.0,3,67.65,Stare Miasto,primary
1640,649000.0,2,50.5,Śródmieście,secondary
1641,999000.0,4,100.85,Stare Miasto,primary
1642,625000.0,3,63.0,Fabryczna,primary
1643,502400.0,2,37.9,Fabryczna,primary
1644,595000.0,2,47.8,Śródmieście,secondary
1645,650000.0,3,56.82,Fabryczna,secondary
1646,868598.0,3,64.7,Śródmieście,primary
1647,766640.0,2,59.2,Fabryczna,primary
1648,680254.0,2,71.74,Fabryczna,primary
1649,770000.0,3,63.0,Fabryczna,secondary
1650,618970.0,3,56.27,Krzyki,primary
1651,618970.0,3,56.27,Krzyki,primary
1652,649000.0,2,48.0,Psie Pole,secondary
1653,755811.0,3,62.6,Stare Miasto,primary
1654,899000.0,4,72.0,Śródmieście,secondary
1655,799000.0,3,72.0,Śródmieście,secondary
1656,663100.0,4,72.47,Psie Pole,primary
1657,588720.0,2,44.6,Śródmieście,primary
1658,588720.0,2,44.6,Śródmieście,primary
1659,859000.0,4,72.06,Fabryczna,secondary
1660,879998.0,3,73.43,Stare Miasto,secondary
1661,299000.0,3,50.0,Psie Pole,secondary
1662,579000.0,2,43.91,Psie Pole,primary
1663,684596.0,3,59.79,Krzyki,primary
1664,583765.0,2,49.0,Fabryczna,primary
1665,694000.0,2,58.4,Krzyki,secondary
1666,1135000.0,2,60.09,Śródmieście,secondary
1667,453000.0,2,47.0,Psie Pole,primary
1668,580000.0,3,47.0,Krzyki,secondary
1669,962308.0,2,42.58,Stare Miasto,primary
1670,679000.0,3,60.0,Fabryczna,secondary
1671,523397.0,4,63.05,Krzyki,primary
1672,380000.0,2,49.52,Krzyki,secondary
1673,595476.0,2,50.04,Krzyki,primary
1674,970000.0,3,64.94,Stare Miasto,secondary
1675,920000.0,3,73.0,Krzyki,secondary
1676,820202.0,3,61.4,Stare Miasto,primary
1677,609720.0,2,50.81,Krzyki,primary
1678,925000.0,3,99.14,Psie Pole,secondary
1679,594000.0,2,45.0,Fabryczna,secondary
1680,670255.0,2,50.97,Fabryczna,primary
1681,442624.0,2,34.58,Psie Pole,primary
1682,661711.0,3,61.9,Krzyki,primary
1683,650000.0,2,49.51,Psie Pole,secondary
1684,645000.0,3,62.0,Psie Pole,primary
1685,684085.0,4,58.22,Krzyki,primary
1686,699622.0,4,59.29,Krzyki,primary
1687,669000.0,3,63.0,Śródmieście,secondary
1688,899000.0,2,72.0,Śródmieście,secondary
1689,592225.0,2,47.0,Krzyki,primary
1690,942378.0,3,53.43,Stare Miasto,primary
1691,999900.0,4,93.33,Krzyki,secondary
1692,640000.0,5,73.0,Psie Pole,secondary
1693,631594.0,2,51.77,Krzyki,primary
1694,952200.0,2,61.0,Śródmieście,primary
1695,731875.0,3,62.6,Fabryczna,primary
1696,551924.0,3,51.63,Psie Pole,primary
1697,661797.0,3,52.11,Krzyki,primary
1698,413049.0,3,46.4,Krzyki,primary
1699,759000.0,3,60.36,Psie Pole,primary
1700,720000.0,2,80.24,Śródmieście,secondary
1701,498000.0,2,46.19,Fabryczna,secondary
1702,1150000.0,3,65.0,Fabryczna,secondary
1703,666732.0,3,50.51,Fabryczna,primary
1704,934997.0,3,61.0,Śródmieście,secondary
1705,725000.0,2,53.0,Fabryczna,secondary
1706,670000.0,2,50.0,Krzyki,secondary
1707,519000.0,2,47.16,Psie Pole,primary
1708,583000.0,3,58.0,Krzyki,secondary
1709,423620.0,2,35.9,Psie Pole,primary
1710,725000.0,3,75.25,Krzyki,secondary
1711,649000.0,3,51.56,Psie Pole,primary
1712,830000.0,3,72.34,Śródmieście,secondary
1713,650000.0,4,57.0,Krzyki,secondary
1714,670848.0,4,70.0,Krzyki,primary
1715,747450.0,3,66.44,Krzyki,primary
1716,786160.0,3,63.4,Krzyki,secondary
1717,620400.0,2,50.04,Krzyki,primary
1718,746825.0,4,73.29,Krzyki,primary
1719,848944.0,4,95.85,Fabryczna,primary
1720,551421.0,2,48.9,Psie Pole,primary
1721,459900.0,2,40.0,Śródmieście,secondary
1722,529000.0,3,44.05,Stare Miasto,secondary
1723,766000.0,2,59.2,Fabryczna,primary
1724,717900.0,2,81.8,Fabryczna,primary
1725,689900.0,2,43.5,Stare Miasto,secondary
1726,1074468.0,3,55.49,Stare Miasto,primary
1727,654550.0,3,53.0,Fabryczna,primary
1728,554928.0,4,63.06,Krzyki,primary
1729,848944.0,3,95.85,Fabryczna,primary
1730,749000.0,3,55.0,Krzyki,secondary
1731,590000.0,1,29.36,Stare Miasto,secondary
1732,598000.0,3,60.0,Krzyki,secondary
1733,539622.0,3,52.61,Psie Pole,primary
1734,1078339.0,4,98.12,Krzyki,primary
1735,968559.0,4,84.26,Stare Miasto,primary
1736,517888.0,2,40.46,Psie Pole,primary
1737,891000.0,3,66.61,Krzyki,secondary
1738,1050000.0,3,86.0,Stare Miasto,secondary
1739,719854.0,3,58.17,Krzyki,primary
1740,673900.0,3,58.6,Krzyki,primary
1741,598658.0,1,44.1,Śródmieście,primary
1742,475000.0,3,51.0,Krzyki,primary
1743,1006984.0,3,74.92,Stare Miasto,primary
1744,616900.0,2,69.01,Fabryczna,primary
1745,355000.0,2,36.0,Psie Pole,secondary
1746,666655.0,3,57.97,Krzyki,primary
1747,580000.0,3,48.09,Stare Miasto,secondary
1748,544737.0,2,51.0,Psie Pole,primary
1749,602218.0,2,62.82,Fabryczna,primary
1750,620000.0,2,56.5,Śródmieście,secondary
1751,1149200.0,3,77.36,Stare Miasto,primary
1752,451225.0,1,32.01,Psie Pole,primary
1753,549000.0,3,47.54,Fabryczna,secondary
1754,498995.0,2,45.1,Krzyki,secondary
1755,810000.0,3,62.61,Fabryczna,secondary
1756,648750.0,2,50.0,Krzyki,primary
1757,790000.0,4,64.0,Krzyki,primary
1758,698389.0,3,65.27,Fabryczna,primary
1759,517902.0,2,45.43,Psie Pole,primary
1760,699000.0,4,79.54,Krzyki,secondary
1761,669000.0,2,58.0,Stare Miasto,secondary
1762,805000.0,4,64.4,Krzyki,primary
1763,828766.0,3,70.78,Stare Miasto,primary
1764,635748.0,3,51.27,Fabryczna,primary
1765,860000.0,4,77.5,Psie Pole,primary
1766,1227000.0,4,81.4,Śródmieście,primary
1767,634000.0,2,52.1,Fabryczna,secondary
1768,662112.0,3,58.08,Psie Pole,primary
1769,319999.0,2,50.6,Stare Miasto,secondary
1770,614442.0,3,54.91,Psie Pole,primary
1771,670000.0,2,54.0,Stare Miasto,secondary
1772,729107.0,3,57.41,Fabryczna,primary
1773,748150.0,2,57.55,Fabryczna,primary
1774,599000.0,3,76.0,Fabryczna,secondary
1775,420000.0,2,40.0,Psie Pole,primary
1776,485888.0,2,37.96,Psie Pole,primary
1777,531075.0,2,36.5,Krzyki,primary
1778,711212.0,2,41.78,Stare Miasto,primary
1779,488000.0,2,38.9,Psie Pole,secondary
1780,707250.0,3,86.25,Fabryczna,primary
1781,402225.0,1,29.91,Krzyki,primary
1782,623150.0,1,56.64,Krzyki,primary
1783,1099791.0,2,43.47,Stare Miasto,primary
1784,895000.0,4,93.4,Krzyki,secondary
1785,689316.0,2,37.87,Stare Miasto,primary
1786,877333.0,4,67.1,Krzyki,primary
1787,622000.0,3,53.0,Śródmieście,secondary
1788,690000.0,3,52.84,Fabryczna,secondary
1789,698900.0,4,66.46,Fabryczna,primary
1790,343500.0,2,31.0,Krzyki,primary
1791,579000.0,3,60.0,Psie Pole,primary
1792,471048.0,2,41.32,Psie Pole,primary
1793,583765.0,2,48.7,Fabryczna,primary
1794,1006818.0,4,91.28,Krzyki,primary
1795,779304.0,4,68.36,Psie Pole,primary
1796,569000.0,2,37.03,Stare Miasto,primary
1797,682000.0,3,63.83,Psie Pole,primary
1798,898998.0,3,76.21,Stare Miasto,secondary
1799,750000.0,4,85.65,Krzyki,primary
1800,999000.0,4,92.2,Stare Miasto,primary
1801,391600.0,2,35.6,Psie Pole,secondary
1802,648318.0,3,56.87,Psie Pole,primary
1803,1152924.0,6,99.39,Krzyki,primary
1804,652159.0,3,64.58,Krzyki,primary
1805,558000.0,3,52.0,Psie Pole,primary
1806,517902.0,2,45.43,Psie Pole,primary
1807,365000.0,2,37.9,Krzyki,secondary
1808,860000.0,3,71.42,Stare Miasto,secondary
1809,757000.0,2,43.26,Krzyki,secondary
1810,420000.0,2,35.0,Krzyki,secondary
1811,776197.0,3,55.38,Stare Miasto,primary
1812,799000.0,3,57.0,Krzyki,secondary
1813,499000.0,2,46.0,Stare Miasto,secondary
1814,899000.0,2,72.0,Śródmieście,secondary
1815,730000.0,3,62.93,Psie Pole,secondary
1816,1199000.0,4,90.0,Stare Miasto,secondary
1817,435000.0,2,42.0,Fabryczna,secondary
1818,699000.0,4,73.1,Fabryczna,secondary
1819,575000.0,2,51.0,Stare Miasto,secondary
1820,519000.0,2,51.4,Śródmieście,secondary
1821,707000.0,4,83.56,Fabryczna,primary
1822,559000.0,2,36.84,Stare Miasto,primary
1823,499000.0,2,39.5,Stare Miasto,secondary
1824,647000.0,2,60.0,Stare Miasto,secondary
1825,998976.0,4,82.56,Krzyki,primary
1826,785890.0,3,64.47,Psie Pole,primary
1827,973000.0,2,38.92,Krzyki,secondary
1828,398000.0,2,30.35,Psie Pole,secondary
1829,629900.0,2,54.5,Krzyki,secondary
1830,570000.0,3,57.89,Śródmieście,secondary
1831,677980.0,3,66.2,Psie Pole,secondary
1832,579584.0,2,45.28,Krzyki,primary
1833,510000.0,2,46.0,Fabryczna,secondary
1834,1149195.0,4,99.93,Krzyki,primary
1835,613981.0,2,65.0,Stare Miasto,secondary
1836,540000.0,4,79.0,Śródmieście,secondary
1837,669000.0,4,57.0,Fabryczna,secondary
1838,702647.0,3,58.07,Krzyki,primary
1839,749000.0,4,66.0,Psie Pole,primary
1840,867596.0,4,67.36,Krzyki,primary
