,url,price,price_m2,rooms,area,location1,location2,market
49,https://www.otodom.pl/pl/oferta/pabianicka-3-pok-niska-zabudowa-ID4nrPi,649000.0,11386.0,3,57.0,Krzyki,Powstańców Śląskich,secondary
50,https://www.otodom.pl/pl/oferta/trzy-pokoje-i-dwa-duze-balkony-ID4irAZ,869000.0,13824.0,3,62.86,Stare Miasto,Szczepin,primary
51,https://www.otodom.pl/pl/oferta/3-pokoje-64m2-rozkladowe-kozanow-piwnica-ID4gMeb,505000.0,7891.0,3,64.0,Fabryczna,Kozanów,secondary
52,https://www.otodom.pl/pl/oferta/stalova-mieszkanie-3-pok-3-k3-5-ID4mCc9,853989.0,12300.0,3,69.43,Fabryczna,Gajowice,primary
53,https://www.otodom.pl/pl/oferta/legnicka-centrum-tramwaj-klucze-do-odbioru-ID4na6n,541700.0,15477.0,2,35.0,Stare Miasto,Szczepin,primary
54,https://www.otodom.pl/pl/oferta/okolice-ul-goreckiej-nowe-rozklad-balkon-komorka-ID4lYQz,599000.0,11072.0,2,54.1,Fabryczna,Leśnica,secondary
55,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-61m2-taras-bez-prowizji-ID4ncR4,729708.0,11900.0,3,61.32,Psie Pole,Poświętne,primary
56,https://www.otodom.pl/pl/oferta/kredyt-2-dwupokojowe-z-duzym-balkonem-ID4nm2h,528500.0,11973.0,2,44.14,Krzyki,Księże,primary
57,https://www.otodom.pl/pl/oferta/stalova-mieszkanie-2-pok-6-k3-7-ID4mxtC,664222.0,13250.0,2,50.13,Fabryczna,Gajowice,primary
58,https://www.otodom.pl/pl/oferta/prestizowa-kawalerka-w-centrum-wroclawia-ID4mLfX,539000.0,17568.0,1,30.68,Stare Miasto,Szczepin,primary
59,https://www.otodom.pl/pl/oferta/nowoczesnie-wykonczone-4-pokoje-200-m2-ogrod-ID4nsmC,649000.0,7818.0,4,83.014,Fabryczna,Leśnica,secondary
60,https://www.otodom.pl/pl/oferta/srodmiescie-balkon-piwnica-rozkladowe-kamienica-ID4mVlp,675000.0,10385.0,2,65.0,Śródmieście,Szczytniki,secondary
61,https://www.otodom.pl/pl/oferta/gotowe-do-odbioru-ciekawy-uklad-2-3-pokoje-hit-ID4ncnp,569000.0,12263.0,2,46.4,Psie Pole,Zawidawie,primary
62,https://www.otodom.pl/pl/oferta/71m2-3-pok-2-lazienki-jedna-przynalezna-do-syp-ID4njzY,839711.0,11857.0,3,70.82,Stare Miasto,Szczepin,primary
63,https://www.otodom.pl/pl/oferta/premium-apartament-gorlicka-3p-69m2-2013r-ID4nAJe,729999.0,10577.0,3,69.02,Stare Miasto,Przedmieście Świdnickie,secondary
64,https://www.otodom.pl/pl/oferta/2-pokojowe-z-tarasem-i-garazem-ID4mFxZ,626000.0,10944.0,2,57.2,Krzyki,Krzyki,secondary
65,https://www.otodom.pl/pl/oferta/ostatnie-pietro-kawa-na-balkonie-z-super-widokiem-ID4kiVO,1389100.0,12495.0,4,111.17,Stare Miasto,Szczepin,primary
66,https://www.otodom.pl/pl/oferta/2-pokoje-cicha-okolica-super-cena-ID4gmki,444000.0,9417.0,2,47.15,Psie Pole,Zawidawie,primary
67,https://www.otodom.pl/pl/oferta/gotowe-3-pok-z-loggia-najtaniej-0-prowizji-k-ID4no9t,599000.0,11519.0,3,52.0,Psie Pole,Zawidawie,primary
68,https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-w-centrum-wroclawia-ID4nt68,689000.0,17980.0,2,38.32,Krzyki,Huby,secondary
69,https://www.otodom.pl/pl/oferta/raclawicka-platinum-mieszkanie-3-6-ID4iKtI,654192.0,12600.0,2,51.92,Fabryczna,Grabiszynek,primary
70,https://www.otodom.pl/pl/oferta/inwestycja-w-centrum-4-pokoje-klimatyczny-taras-ID4ntMt,1453526.0,13932.0,4,104.33,Śródmieście,Ołbin,primary
71,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-90m2-2-balkony-ID4gYkt,913104.0,10131.0,4,90.13,Krzyki,Przedmieście Oławskie,primary
72,https://www.otodom.pl/pl/oferta/nowe-osiedle-zielona-okolica-tramwaj-ID4nmnl,665000.0,11065.0,3,60.1,Fabryczna,Oporów,primary
73,https://www.otodom.pl/pl/oferta/park-bienkowicki-dobrze-skomunikowane-zadzwon-ID4nhpQ,399609.0,10096.0,2,39.58,Krzyki,Brochów,primary
74,https://www.otodom.pl/pl/oferta/okolice-ul-gornickiego-rozklad-inwestycja-balkon-ID4mz4m,840000.0,12086.0,3,69.5,Stare Miasto,Stare Miasto,secondary
75,https://www.otodom.pl/pl/oferta/gotowe-wyjatkowe-mieszkanie-na-biskupinie-ID4nseR,1290000.0,25800.0,2,50.0,Śródmieście,Bartoszowice,secondary
76,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-ogrodek-ID4iio8,521730.0,20460.0,1,25.5,Stare Miasto,Przedmieście Świdnickie,primary
77,https://www.otodom.pl/pl/oferta/ul-daszynskiego-rozkladowe-2stronne-winda-balkon-ID4nqYa,669000.0,10619.0,3,63.0,Śródmieście,Szczytniki,secondary
78,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-po-remoncie-w-centrum-ID4ngYO,510000.0,11869.0,2,42.97,Krzyki,Borek,secondary
79,https://www.otodom.pl/pl/oferta/rozkladowe-mieszkanie-z-duzym-ogrodkiem-i-tarasem-ID4nzg3,593170.0,13300.0,2,44.6,Krzyki,Księże,primary
80,https://www.otodom.pl/pl/oferta/rynek-rozklad-3p-k-balkon-piwnica-dwustr-i-ciche-ID4n8oC,650000.0,10833.0,3,60.0,Stare Miasto,Stare Miasto,secondary
81,https://www.otodom.pl/pl/oferta/maslice-zielona-okolica-4-pokoje-kredyt-2-ID4niAJ,747810.0,10500.0,4,71.22,Fabryczna,Maślice,primary
82,https://www.otodom.pl/pl/oferta/wykonczone-2-pokoje-z-ogrodkiem-ID4no3y,715000.0,15324.0,2,46.66,Krzyki,Przedmieście Oławskie,secondary
83,https://www.otodom.pl/pl/oferta/przestronne-3-pokoje-z-ogrodem-bez-czynszu-ID4mQgN,800000.0,11429.0,3,70.0,Psie Pole,Zawidawie,secondary
84,https://www.otodom.pl/pl/oferta/kawalerka-zwidokiem-na-rzeke-ID4mNyp,683952.0,20034.0,1,34.14,Śródmieście,Ołbin,primary
85,https://www.otodom.pl/pl/oferta/armii-krajowej-etap-ii-mieszkanie-b-7-m5-ID4jH0K,578085.0,12750.0,2,45.34,Krzyki,Tarnogaj,primary
86,https://www.otodom.pl/pl/oferta/unikatowe-2-pokoje-z-ogrodkiem-blisko-centrum-ID4n1Pv,674560.0,14047.0,2,48.02,Psie Pole,Poświętne,primary
87,https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-na-sprzedaz-ul-slowianska-ID4nzBF,479000.0,10413.0,2,46.0,Śródmieście,Nadodrze,secondary
88,https://www.otodom.pl/pl/oferta/nowe-gotowe-2-pokoje-duzy-balkon-ID4nAze,470000.0,10956.0,2,42.9,Psie Pole,Zawidawie,primary
89,https://www.otodom.pl/pl/oferta/balkon-rozklad-super-miejsce-ciche-doba-komunika-ID4nu0i,635000.0,9520.0,3,66.7,Fabryczna,Gajowice,secondary
90,https://www.otodom.pl/pl/oferta/4-pokojowy-apartament-inwestycyjny-55m2-ID4nhsV,789646.0,14300.0,4,55.22,Śródmieście,Ołbin,primary
91,https://www.otodom.pl/pl/oferta/wysoki-standard-4-pokoje-duzy-ogrod-ID4ku6g,990000.0,12758.0,4,77.6,Fabryczna,Pracze Odrzańskie,secondary
92,https://www.otodom.pl/pl/oferta/ogrody-grabiszynskie-tuz-przy-samym-parku-ID4nBoe,850000.0,13492.0,3,63.0,Fabryczna,Grabiszyn,secondary
93,https://www.otodom.pl/pl/oferta/wysoki-standard-3-km-do-rynku-blisko-park-ID4nhxq,699600.0,13200.0,2,53.0,Śródmieście,Ołbin,primary
94,https://www.otodom.pl/pl/oferta/4-pokoje-do-wejscia-dwustronne-balkon-ID4mQnP,629000.0,9984.0,4,63.0,Psie Pole,Psie Pole,secondary
95,https://www.otodom.pl/pl/oferta/umeblowane-2-pokojowe-mieszkanie-ID4motL,520000.0,14054.0,2,37.0,Fabryczna,Gądów,secondary
96,https://www.otodom.pl/pl/oferta/luksusowe-3-pokojowe-mieszkanie-na-starym-miescie-ID4nukv,985000.0,17281.0,3,57.0,Stare Miasto,Stare Miasto,secondary
97,https://www.otodom.pl/pl/oferta/wyjatkowa-oferta-mieszkania-na-grabiszynie-ID4ny24,499900.0,10867.0,2,46.0,Fabryczna,Leśnica,secondary
98,https://www.otodom.pl/pl/oferta/46-85-3-5-verd1-ID4naf8,549000.0,11718.0,3,46.85,Psie Pole,Zawidawie,primary
99,https://www.otodom.pl/pl/oferta/pelen-rozklad-gotowe-do-odbioru-kredyt-2-ID4nlBX,512900.0,10867.0,3,47.2,Psie Pole,Zawidawie,primary
100,https://www.otodom.pl/pl/oferta/szczepin-2-pokoje-2-balkony-dobry-na-start-ID4noS4,711212.0,17019.0,2,41.79,Stare Miasto,Szczepin,primary
101,https://www.otodom.pl/pl/oferta/2pok-48mkw-rozklad-balkon-piwnica-ID4nBji,499000.0,10396.0,2,48.0,Fabryczna,Pilczyce,secondary
102,https://www.otodom.pl/pl/oferta/4-pokoje-widok-na-rzeke-wysokie-pietro-ID4kAe9,1373100.0,15854.0,4,86.61,Śródmieście,Ołbin,primary
103,https://www.otodom.pl/pl/oferta/3-pok-rozkladowe-5-min-pl-gunwaldzki-pwr-ID4nnG7,615000.0,9606.0,3,64.02,Śródmieście,Plac Grunwaldzki,secondary
104,https://www.otodom.pl/pl/oferta/legnicka-centrum-tramwaj-klucze-do-odbioru-ID4na6r,578900.0,14844.0,2,39.0,Stare Miasto,Szczepin,primary
105,https://www.otodom.pl/pl/oferta/trzy-pokoje-balkon-10-minut-pl-grunwaldzki-ID4nq6b,648888.0,11400.0,3,56.92,Psie Pole,Kowale,primary
106,https://www.otodom.pl/pl/oferta/piekne-mieszk-2-pok-w-sercu-miasta-ID4nm0x,718283.0,18207.0,2,39.45,Stare Miasto,Przedmieście Świdnickie,primary
107,https://www.otodom.pl/pl/oferta/komfort-cisza-zielen-blisko-uczelni-ID4nCwQ,395000.0,15192.0,1,26.0,Psie Pole,Karłowice,secondary
108,https://www.otodom.pl/pl/oferta/2-pokoje-nowowiejska-38m-ID4nCmO,410000.0,10789.0,2,38.0,Śródmieście,Ołbin,secondary
109,https://www.otodom.pl/pl/oferta/okolice-ul-pieknej-nowe2017-bakon-garaz-lux-ID4mUrC,880000.0,13538.0,3,65.0,Krzyki,Tarnogaj,secondary
110,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-ID4nqbd,538508.0,12200.0,2,44.14,Krzyki,Księże,primary
111,https://www.otodom.pl/pl/oferta/ogrodek-parking-odra-k-hydropolis-pwr-ID4nAz5,429000.0,17801.0,1,24.1,Stare Miasto,Przedmieście Świdnickie,secondary
112,https://www.otodom.pl/pl/oferta/centrum-2pok-37m2-miejskie-media-piwnica-ID4nArN,465000.0,12568.0,2,37.0,Fabryczna,Gajowice,secondary
113,https://www.otodom.pl/pl/oferta/stalova-mieszkanie-3-pok-2-k1-3-ID4mxsR,797076.0,12600.0,3,63.26,Fabryczna,Gajowice,primary
114,https://www.otodom.pl/pl/oferta/zadbane-3-pokoje-z-widokiem-na-rzeke-i-park-ID4mqEB,649000.0,10078.0,3,64.4,Fabryczna,Kozanów,secondary
115,https://www.otodom.pl/pl/oferta/gagarina-vip-108m2-garaz-komorka-wysoki-standard-ID4jgtk,1194600.0,11000.0,4,108.6,Fabryczna,Muchobór Wielki,secondary
116,https://www.otodom.pl/pl/oferta/okolice-ul-hubskiej-nowe-balkon-lux-ID4lIAR,929000.0,14403.0,3,64.5,Krzyki,Partynice,secondary
117,https://www.otodom.pl/pl/oferta/promocja-2-miejsca-garazowe-gratis-ostatnie-sztuki-ID4nA0f,699509.0,11786.0,4,59.35,Krzyki,Jagodno,primary
118,https://www.otodom.pl/pl/oferta/duzy-balkon-blisko-centrum-wysokie-sufity-ID4mH7i,810000.0,15028.0,3,53.9,Śródmieście,Nadodrze,primary
119,https://www.otodom.pl/pl/oferta/potencjal-inwestycyjny-ID4nyUW,410000.0,10916.0,2,37.56,Fabryczna,Grabiszynek,secondary
120,https://www.otodom.pl/pl/oferta/ogrodek-89-05m2-gotowe-3-pokoje-ID4lH8e,722370.0,11000.0,3,65.67,Fabryczna,Maślice,primary
121,https://www.otodom.pl/pl/oferta/osobna-kuchnia-taras-miejsce-postojowe-naziemne-ID4nyKf,560000.0,11375.0,2,49.23,Fabryczna,Pracze Odrzańskie,secondary
122,https://www.otodom.pl/pl/oferta/narozne-nic-nie-zaslania-widoku-cicha-okolica-ID4nvdv,538509.0,8805.0,4,61.16,Krzyki,Brochów,primary
123,https://www.otodom.pl/pl/oferta/mieszkanie-w-prestizowej-lokalizacji-ID4laPk,839000.0,18665.0,2,44.95,Śródmieście,Nadodrze,secondary
124,https://www.otodom.pl/pl/oferta/przestronne-studio-w-samym-rynku-ul-olawska-ID4niPe,520000.0,11829.0,1,43.96,Stare Miasto,Stare Miasto,secondary
125,https://www.otodom.pl/pl/oferta/jagodno-odbior-styczen-2024-z-garazem-ID4nuFI,399000.0,11735.0,2,34.0,Krzyki,Jagodno,secondary
126,https://www.otodom.pl/pl/oferta/ciche-3-pokoje-loggia-zielona-okolica-dla-rodziny-ID4nuAT,639000.0,12537.0,3,50.97,Psie Pole,Zawidawie,primary
127,https://www.otodom.pl/pl/oferta/armii-krajowej-etap-ii-mieszkanie-b-3-m19-ID4jFRz,652500.0,12500.0,3,52.2,Krzyki,Tarnogaj,primary
128,https://www.otodom.pl/pl/oferta/gotowe-2-pokoje-w-kilku-inwestycjach-we-wroclawiu-ID4kK4h,599000.0,12435.0,2,48.17,Stare Miasto,Szczepin,primary
129,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-38m2-balkon-bezposrednio-ID4iio1,678912.0,17625.0,1,38.52,Stare Miasto,Przedmieście Świdnickie,primary
130,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-51m2-loggia-bez-prowizji-ID4h0HM,669000.0,13113.0,3,51.02,Psie Pole,Zawidawie,primary
131,https://www.otodom.pl/pl/oferta/mieszkanie-premium-strefa-fitness-balkon-ID4lvkc,3900000.0,48750.0,3,80.0,Krzyki,Krzyki,secondary
132,https://www.otodom.pl/pl/oferta/centrum-4-pokoje-110m2-stare-miasto-blisko-rynku-ID4d88P,750000.0,9375.0,4,80.0,Stare Miasto,Szczepin,secondary
133,https://www.otodom.pl/pl/oferta/okazja-rozkladowe-2pok-2-min-do-uniw-ekonomiczny-ID4nAEz,499000.0,11089.0,2,45.0,Krzyki,Tarnogaj,secondary
134,https://www.otodom.pl/pl/oferta/rabat-garderoba-bezpieczny-kredyt-rozklad-ID4nzMd,690000.0,10455.0,3,66.0,Psie Pole,Zawidawie,primary
135,https://www.otodom.pl/pl/oferta/przestronne-i-klimatyzowane-mieszkanie-na-gadowie-ID4lOvY,869000.0,10585.0,3,82.1,Fabryczna,Gądów,secondary
136,https://www.otodom.pl/pl/oferta/gotowe-duzy-narozny-balkon-ID4nlmE,719000.0,12375.0,3,58.1,Psie Pole,Zawidawie,primary
137,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-39m2-bez-prowizji-ID4iipE,718284.0,18207.0,2,39.45,Stare Miasto,Przedmieście Świdnickie,primary
138,https://www.otodom.pl/pl/oferta/plac-legionow-2-pokoje-piwnica-klimatyzacja-ID4nzbv,445000.0,12430.0,2,35.8,Stare Miasto,Szczepin,secondary
139,https://www.otodom.pl/pl/oferta/okolice-ul-kniaziewicza-inwestycja-piwnica-rozklad-ID4lQRV,805800.0,7900.0,3,102.0,Krzyki,Przedmieście Oławskie,secondary
140,https://www.otodom.pl/pl/oferta/mieszkanie-50-m2-krzyki-oltaszyn-parking-piwnica-ID4mI2L,610000.0,12200.0,2,50.0,Krzyki,Ołtaszyn,secondary
141,https://www.otodom.pl/pl/oferta/3-pokoje-na-ostatnim-pietrze-przy-parku-centrum-ID4mykI,1074453.0,19363.0,3,55.49,Stare Miasto,Przedmieście Świdnickie,primary
142,https://www.otodom.pl/pl/oferta/3-rozkladowe-pokoje-w-zielonej-okolicy-zakrzowa-ID4mXzY,659000.0,11467.0,3,57.47,Psie Pole,Karłowice,primary
143,https://www.otodom.pl/pl/oferta/2pok-balkon-gotowe-pod-klucz-borowska-lokal-23-ID4nuzM,458800.0,14338.0,2,32.0,Krzyki,Gaj,primary
144,https://www.otodom.pl/pl/oferta/premium-85-mkw-dwa-poziomy-taras-muchobor-ID4kB7x,1249000.0,14694.0,3,85.0,Fabryczna,Muchobór Wielki,secondary
145,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-63m2-balkon-bezposrednio-ID4gYgh,719810.0,11300.0,3,63.7,Krzyki,Przedmieście Oławskie,primary
146,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-taras-bezposrednio-ID4lNk2,665032.0,11196.0,3,59.4,Fabryczna,Oporów,primary
147,https://www.otodom.pl/pl/oferta/biskupin-blisko-zoo-2pok-40m2-c-o-miejskie-ID4nuUj,460000.0,11500.0,2,40.0,Śródmieście,Biskupin,secondary
148,https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-po-remoncie-jastrzebia-ID4kAQJ,741000.0,10992.0,6,67.41,Krzyki,Borek,secondary
149,https://www.otodom.pl/pl/oferta/przestronny-apartament-2-pok-balkon-przy-rynku-ID4nzno,1190000.0,27356.0,2,43.5,Stare Miasto,Szczepin,secondary
150,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-54m2-balkon-ID4lQRs,690045.0,12680.0,3,54.42,Krzyki,Przedmieście Oławskie,primary
151,https://www.otodom.pl/pl/oferta/4-pokoje-68-m2-kameralny-budynek-kowale-ID4ms1n,779304.0,11400.0,4,68.36,Psie Pole,Kowale,primary
152,https://www.otodom.pl/pl/oferta/2-pokoje-jednosci-narodowej-inwestycja-ID4kkg9,689000.0,13000.0,2,53.0,Śródmieście,Ołbin,primary
153,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-75m2-balkon-bez-prowizji-ID4hRsQ,983810.0,13100.0,4,75.1,Krzyki,Krzyki,primary
154,https://www.otodom.pl/pl/oferta/ok-ul-buforowej-bez-prowizji-ID4nmfx,661000.0,10661.0,3,62.0,Krzyki,Jagodno,primary
155,https://www.otodom.pl/pl/oferta/okolice-ul-wl-sikorskiego-2013-taras-lux-ID4kqzO,1220000.0,18915.0,3,64.5,Śródmieście,Nadodrze,secondary
156,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-do-remontu-ID4mucS,550000.0,9735.0,3,56.5,Fabryczna,Muchobór Mały,secondary
157,https://www.otodom.pl/pl/oferta/apartament-110-mkw-rezydencja-borek-ID4nxGj,2199000.0,19991.0,2,110.0,Fabryczna,Grabiszynek,secondary
